Original_Content,Preprocessed_Content
"Kesan pertama ketika menggunakan aplikasi ini saya langsung konsultasi dgn seorang dokter...dan alhamdulillah hasil dr konsul saya sangat memuaskan dgn dokter yg merespon jg ramah, dan menyempatkan membalas pesan saya ditengah kesibukan melayani pasien lain",kesan pertama ketika menggunakan aplikasi ini saya langsung konsultasi dgn seorang dokter   dan alhamdulillah hasil dr konsul saya sangat memuaskan dgn dokter yg merespon jg ramah  dan menyempatkan membalas pesan saya ditengah kesibukan melayani pasien lain
Aplikasix kok gabisa dipke ini gimana dipncet2 gabisa buat dftr jdi gabisa ampk tk instal ulang pun gk bsa,aplikasix kok gabisa dipke ini gimana dipncet  gabisa buat dftr jdi gabisa ampk tk instal ulang pun gk bsa
"Pelayanannya baik sangat membantu, ibarat ombak dilautan yg memanjakn peselancar",pelayanannya baik sangat membantu  ibarat ombak dilautan yg memanjakn peselancar
Maaf saya kasi bintang 3 soalnya pas saya selesai download mau masuk aplikasi eh keluar saya coba berulang-ulang balik terus oh ya nama saya caca,maaf saya kasi bintang   soalnya pas saya selesai download mau masuk aplikasi eh keluar saya coba berulang ulang balik terus oh ya nama saya caca
"Saran & informasi sangat bermanfaat, apalagi dokter nya ramah-ramah",saran   informasi sangat bermanfaat  apalagi dokter nya ramah ramah
"Seharusnya ada fitur penawaran perpanjangan waktu,krn ketika kita chad dgn dokter yg bersangkutan kadang blm kelar udh hbs aja wktunya",seharusnya ada fitur penawaran perpanjangan waktu krn ketika kita chad dgn dokter yg bersangkutan kadang blm kelar udh hbs aja wktunya
untuk halodoc sangat membantu sekali dalam konsultasi dengan dokter spesialis tapi kekurangannya sekarng untuk konsultasi dengan dokter spesialis ada yang berbayar tidak gratis lagi,untuk halodoc sangat membantu sekali dalam konsultasi dengan dokter spesialis tapi kekurangannya sekarng untuk konsultasi dengan dokter spesialis ada yang berbayar tidak gratis lagi
"aplikasi nya sngat mmbantu skli.. tp sayang alamat pngrim ny tidak sesuai.. hrs nya rancabentang cimahi ini malah rancabango tp untung driver gojek nya lngsung ngirim ke rancabentang..alamat saya,",aplikasi nya sngat mmbantu skli   tp sayang alamat pngrim ny tidak sesuai   hrs nya rancabentang cimahi ini malah rancabango tp untung driver gojek nya lngsung ngirim ke rancabentang  alamat saya 
kenapa pembayaran selalu tidak berhasil pdhl saldo mencukupi:)),kenapa pembayaran selalu tidak berhasil pdhl saldo mencukupi   
Sangat membantu hanya saja penjelasan dr dokter nya kurang mendetail.,sangat membantu hanya saja penjelasan dr dokter nya kurang mendetail 
Saya mengunduh aplikasi ini karna ikut asuransi allianz. Belum tau tentang aplikasi ini . Apakah akan ada tagihan juga,saya mengunduh aplikasi ini karna ikut asuransi allianz  belum tau tentang aplikasi ini   apakah akan ada tagihan juga
"Terimakasih sangat membantu konsultasinya, respon dari dokternyapun cepat.",terimakasih sangat membantu konsultasinya  respon dari dokternyapun cepat 
"Terimakasih atas pelayanan dari Halodoc ,bisa langsung konsultasi tanpa antri ,murah dan profesional , resep obatnya cocok🙏",terimakasih atas pelayanan dari halodoc  bisa langsung konsultasi tanpa antri  murah dan profesional   resep obatnya cocok🙏
"Kenapa di hp saya sulit sekali dijalankan ya? Sampai hp saya restart tpi tetap susah dijalankan, mau masukkn nmor hp aja g bisa2..",kenapa di hp saya sulit sekali dijalankan ya  sampai hp saya restart tpi tetap susah dijalankan  mau masukkn nmor hp aja g bisa   
Baru mau menggunakan aplikasi namun Terkendala metode pembayaran yang hanya menggunakan gopay mohon di tingkatkan lagi metode pembayaran dengan yang lain.... OVo dll agar bisa lebih memudahkan .... Terimakasih,baru mau menggunakan aplikasi namun terkendala metode pembayaran yang hanya menggunakan gopay mohon di tingkatkan lagi metode pembayaran dengan yang lain     ovo dll agar bisa lebih memudahkan      terimakasih
"Saat sy terpapar covid-19 sdh dapat rujukan dari kemenkes, sebelumnya sy sdh berobat ke dokter sekitar rumah hanya obat demam, batuk, pilek lalu konsul ke halodoc sy pikir a mendapat resep vitamin dan obat antivirus gratis eh gak dapat resep atau vitamin atau obat apapun, mungkin karena gratis kali ya, percuma konsul.",saat sy terpapar covid   sdh dapat rujukan dari kemenkes  sebelumnya sy sdh berobat ke dokter sekitar rumah hanya obat demam  batuk  pilek lalu konsul ke halodoc sy pikir a mendapat resep vitamin dan obat antivirus gratis eh gak dapat resep atau vitamin atau obat apapun  mungkin karena gratis kali ya  percuma konsul 
hai halo doc knp aplikasi sy skrg tdk bs bayar ditempat ya? sy ingin membeli ibat untuk ortu saya dan uang nya di rmh. sistem pembayaran harus menggunakan gopay atau CC sy kebetulan tdk memilikinya.,hai halo doc knp aplikasi sy skrg tdk bs bayar ditempat ya  sy ingin membeli ibat untuk ortu saya dan uang nya di rmh  sistem pembayaran harus menggunakan gopay atau cc sy kebetulan tdk memilikinya 
"Cukup lumayan juga ya pembayaran nya, kirain gratis untuk membantu masyarakat",cukup lumayan juga ya pembayaran nya  kirain gratis untuk membantu masyarakat
Setelah di Download kok aplikasinya gak bisa dibuka ya,setelah di download kok aplikasinya gak bisa dibuka ya
dengan aplikasi halodoc saya merasa lebih mudah untuk konsultasikn keluhan pnyakit yg saya derita,dengan aplikasi halodoc saya merasa lebih mudah untuk konsultasikn keluhan pnyakit yg saya derita
Slow respon dokternya,slow respon dokternya
Setelah diperbarui aplikasi tidak bisa dibuka,setelah diperbarui aplikasi tidak bisa dibuka
"Perlu di perbaiki untuk sistem pengiriman obat, apa lagi obat yg betul betul emergency.. Nyari antibiotik ke ofline store kosong mau gk mau beli di halodoc eh pengirimannya lama bgt nggk ada pilihan untuk estimasi pengiriman dan cuman bisa pakai gopay/kartu kredit. Jadinya malah telat minum antibiotik",perlu di perbaiki untuk sistem pengiriman obat  apa lagi obat yg betul betul emergency   nyari antibiotik ke ofline store kosong mau gk mau beli di halodoc eh pengirimannya lama bgt nggk ada pilihan untuk estimasi pengiriman dan cuman bisa pakai gopay kartu kredit  jadinya malah telat minum antibiotik
"pembayarannya kenapa gak bisa cash ya? langsung di hubungkan pakai gopay, jika saldo kosong gak bisa pesan donk?",pembayarannya kenapa gak bisa cash ya  langsung di hubungkan pakai gopay  jika saldo kosong gak bisa pesan donk 
Semoga aplikasinya membantu dan saya masih remaja semoga boleh menggunakannya,semoga aplikasinya membantu dan saya masih remaja semoga boleh menggunakannya
Saya kasih tiga..✴. Karena kepuasan konsumen itu tergantung ... Tapi aplikasi ini sangan membantu... terimakasih....,saya kasih tiga  ✴  karena kepuasan konsumen itu tergantung     tapi aplikasi ini sangan membantu    terimakasih    
Respon dokter lumayan cepat..tp penjelasan agak kurang mendetail,respon dokter lumayan cepat  tp penjelasan agak kurang mendetail
"Padahal udh topup gopay. Udh sukses, tapi gabisa chat sama dokternya.",padahal udh topup gopay  udh sukses  tapi gabisa chat sama dokternya 
Notifikasi audionya gak ada ya,notifikasi audionya gak ada ya
Semoga bermanfaat & bertambah baik lagi sistem appnya trimakasih Halodoc..🙏🙏👍,semoga bermanfaat   bertambah baik lagi sistem appnya trimakasih halodoc  🙏🙏👍
Lumayan buat yg sakit di kosan,lumayan buat yg sakit di kosan
"Alamat susah dijangkau, minta alamat A tapi mapsnya ke wilayah C,",alamat susah dijangkau  minta alamat a tapi mapsnya ke wilayah c 
"Pembayarannya jangan gopay doang min,susah tempat saya",pembayarannya jangan gopay doang min susah tempat saya
"Saya ikut order vaksinasi pemerintah yg kedua..sampe sekarang saya gak bisa vaksin,karna belum ada notifikasi SMS.padahal udah sebulan lebih menunggu",saya ikut order vaksinasi pemerintah yg kedua  sampe sekarang saya gak bisa vaksin karna belum ada notifikasi sms padahal udah sebulan lebih menunggu
"pelayan oke, cuma kenapa ga ambil obatnya dekat dengan lokasi, rmh saya di ceger Tmii ambil obatnya di Jatibening, kasihan driver nya terlalu jauh mengantar obatnya apalagi jika hujan, banjir, macet.dll yg hari ini saya rasakan yg dimana estimasi 60menit di rasa kurang karena keadaan jalan yg tdk menentu. hanya saran saja alangkah lebih baik ambil yg terdekat.. sukses Halodoc",pelayan oke  cuma kenapa ga ambil obatnya dekat dengan lokasi  rmh saya di ceger tmii ambil obatnya di jatibening  kasihan driver nya terlalu jauh mengantar obatnya apalagi jika hujan  banjir  macet dll yg hari ini saya rasakan yg dimana estimasi  menit di rasa kurang karena keadaan jalan yg tdk menentu  hanya saran saja alangkah lebih baik ambil yg terdekat   sukses halodoc
"Saya sangat puas sekali sama saran dri dokter halodoc , terimakasih telah membantu saya , terimakasih juga konsultasi nya juga dokter nya ramah2😌",saya sangat puas sekali sama saran dri dokter halodoc   terimakasih telah membantu saya   terimakasih juga konsultasi nya juga dokter nya ramah 😌
Tidak bisa komunikasi lebih lancar melalui chat,tidak bisa komunikasi lebih lancar melalui chat
Kenapa buruk sekali ketika melakukan pembayaran sungguh aku tdk mengerti maunya ni aplikasi apa! Buang buang waktu saja. Tapi gagal juga.,kenapa buruk sekali ketika melakukan pembayaran sungguh aku tdk mengerti maunya ni aplikasi apa  buang buang waktu saja  tapi gagal juga 
Informasi dan pelayanan sangat bagus,informasi dan pelayanan sangat bagus
"𝙪𝙙𝙖𝙝 𝙗𝙖𝙜𝙪𝙨 𝙖𝙥𝙠 𝙣𝙮𝙖 𝙗𝙖𝙧𝙪 𝙘𝙤𝙗𝙖 𝙠𝙞𝙧𝙖𝙞𝙣 𝙩𝙖𝙣𝙮𝙖 𝙩𝙖𝙣𝙮𝙖 𝙜𝙧𝙖𝙩𝙞𝙨 𝙩𝙚𝙧𝙣𝙮𝙖𝙩𝙖 𝙠𝙤𝙠 𝙗𝙖𝙮𝙖𝙧 𝙖𝙙𝙖 𝙮𝙜 30,35,40 𝙙𝙡𝙡",𝙪𝙙𝙖𝙝 𝙗𝙖𝙜𝙪𝙨 𝙖𝙥𝙠 𝙣𝙮𝙖 𝙗𝙖𝙧𝙪 𝙘𝙤𝙗𝙖 𝙠𝙞𝙧𝙖𝙞𝙣 𝙩𝙖𝙣𝙮𝙖 𝙩𝙖𝙣𝙮𝙖 𝙜𝙧𝙖𝙩𝙞𝙨 𝙩𝙚𝙧𝙣𝙮𝙖𝙩𝙖 𝙠𝙤𝙠 𝙗𝙖𝙮𝙖𝙧 𝙖𝙙𝙖 𝙮𝙜       𝙙𝙡𝙡
"ok jg aplikasi ini sangat membantu orang sedang sakit, nampak k apotik sendiri.",ok jg aplikasi ini sangat membantu orang sedang sakit  nampak k apotik sendiri 
Saya berharap ada dokter spesialis yg juga bisa di chat secara gratis. Pelayanan bagua,saya berharap ada dokter spesialis yg juga bisa di chat secara gratis  pelayanan bagua
"Secara umum sudah cukup baik, terutama dalam segi konsultasi, respon cepat tanggap dn memberikan solusi yg dapat diterima",secara umum sudah cukup baik  terutama dalam segi konsultasi  respon cepat tanggap dn memberikan solusi yg dapat diterima
Saya sudah mencoba membeli obat kewat aplikasi pembayaran lewat kartu kredit tapi gagal terus,saya sudah mencoba membeli obat kewat aplikasi pembayaran lewat kartu kredit tapi gagal terus
"Bagus sih,cuma konsulnya hanya sebentar sedangkan dokternya terkadang balesnya lama,saya kasih bintang tiga dulu",bagus sih cuma konsulnya hanya sebentar sedangkan dokternya terkadang balesnya lama saya kasih bintang tiga dulu
"Percakapannya terbatas bngt yah, kaya kita chat ama gebetan aja harus cepet2 bls",percakapannya terbatas bngt yah  kaya kita chat ama gebetan aja harus cepet  bls
Baru pertama make udh dibikin kecewa gara2 apknya ga respon tiba2 padahal dokternya responnya baik ehh apknya huftt sedih bgt jadi gataukan diagnosa lengkapnya apa,baru pertama make udh dibikin kecewa gara  apknya ga respon tiba  padahal dokternya responnya baik ehh apknya huftt sedih bgt jadi gataukan diagnosa lengkapnya apa
"Awal-awal saya merasa terbantu untuk janji kunjungan ke Rumah Sakit .. Tapi knpa sekarang harus telepon dulu ?? Agak ribet yaa,",awal awal saya merasa terbantu untuk janji kunjungan ke rumah sakit    tapi knpa sekarang harus telepon dulu    agak ribet yaa 
Aplikasi bagus..ada beberapa Dokter chatnya buru2 minta diakhiri jadi penjelasan yang diterima kurang tuntas..,aplikasi bagus  ada beberapa dokter chatnya buru  minta diakhiri jadi penjelasan yang diterima kurang tuntas  
"Mohon apotek untuk update stock di aplikasi, kasihan dengan bpk ojol yang harus dicancel karena tidak ada ketersediaan barang di pesan",mohon apotek untuk update stock di aplikasi  kasihan dengan bpk ojol yang harus dicancel karena tidak ada ketersediaan barang di pesan
Bagus sih tapi lama kita dibales tapi maklumi bukan saya ajk yang makek dan dilayani pokoknya the best kalok bahasa lomboknya mulen maik,bagus sih tapi lama kita dibales tapi maklumi bukan saya ajk yang makek dan dilayani pokoknya the best kalok bahasa lomboknya mulen maik
kenapa setiap saya ingin melengkapi data nama saya sllu tiba tiba keluar sendiri dan akhir ny tidak bisa tanya jawab dengan dokter nya,kenapa setiap saya ingin melengkapi data nama saya sllu tiba tiba keluar sendiri dan akhir ny tidak bisa tanya jawab dengan dokter nya
sudah di balas oleh dokter namun tidak tampil harus keluar masuk chat barau terlihat,sudah di balas oleh dokter namun tidak tampil harus keluar masuk chat barau terlihat
"Belum tuntas hasil dokter via chat perihal keluhan yg saya alami, sesi konsultasi nya kelar. Jadi gantung. Next coba lagi deh ke dokter umum lainny lagi ttg keluhan ini.",belum tuntas hasil dokter via chat perihal keluhan yg saya alami  sesi konsultasi nya kelar  jadi gantung  next coba lagi deh ke dokter umum lainny lagi ttg keluhan ini 
Ini aplikasi bisa atau tidak menghilangkan rasa introvet,ini aplikasi bisa atau tidak menghilangkan rasa introvet
Kalau bisa di riwayat transaksinya chatannya tambah fitur biar bisa di hapus. privasi takut ada yang buka,kalau bisa di riwayat transaksinya chatannya tambah fitur biar bisa di hapus  privasi takut ada yang buka
"3 dulu ya, tapi serius ini bantu banget aplikasinya. Dan dokternya cepat respon",  dulu ya  tapi serius ini bantu banget aplikasinya  dan dokternya cepat respon
"Pelayanan untuk halodoc nya bagus , spg nya ramah*. Tetapi sangat di sayangkan saat even di daerah food junction surabaya pelayanan untuk pemeriksaan kesehatan tdk patut di tiru , harus nya sampah bekas jarum di pisah dgn sampah yg lain. Kasihan petugas kebersihan nya klo tertusuk jarum dan sangat berisiko . Terima Kasih Semoga bisa ada perbaikan dan Sukses untuk halodoc",pelayanan untuk halodoc nya bagus   spg nya ramah   tetapi sangat di sayangkan saat even di daerah food junction surabaya pelayanan untuk pemeriksaan kesehatan tdk patut di tiru   harus nya sampah bekas jarum di pisah dgn sampah yg lain  kasihan petugas kebersihan nya klo tertusuk jarum dan sangat berisiko   terima kasih semoga bisa ada perbaikan dan sukses untuk halodoc
Bagus responnya cepat dan akurat terimakasih halodoc,bagus responnya cepat dan akurat terimakasih halodoc
"Sangat membantu, dokternya baik dan cepat merespon.",sangat membantu  dokternya baik dan cepat merespon 
"cukup membantu,tapi agak lama balas nya,tp di maklum,mungkin sambil praktek balas nya",cukup membantu tapi agak lama balas nya tp di maklum mungkin sambil praktek balas nya
Alhamdulillah membantu sekali namun saran untuk ad dokter yg selalu free tiap hari nya. Trms semoga makin baik dan saran di dgr kan,alhamdulillah membantu sekali namun saran untuk ad dokter yg selalu free tiap hari nya  trms semoga makin baik dan saran di dgr kan
"Saya kecewa banget dengan respon nya halodok dichat ga dibales ,di email begitu juga, ditelpon begitu juga",saya kecewa banget dengan respon nya halodok dichat ga dibales  di email begitu juga  ditelpon begitu juga
"Aplikasi halodoc sangat membantu disat pandemi ini, bisa berkonsultasi dg dokter tanpa hrs bertemu. cuman saran saja durasi chat dg dokternya lebih lama, trs pembayarannya bs dengan virtual acoount saja lebih mudah, atau internet banking. Dan, saran lagi utk pemesanan obat nya mgkn bs dibantu utk lokasi nya bs dijangkau lebih luas lagi. Terima kasih",aplikasi halodoc sangat membantu disat pandemi ini  bisa berkonsultasi dg dokter tanpa hrs bertemu  cuman saran saja durasi chat dg dokternya lebih lama  trs pembayarannya bs dengan virtual acoount saja lebih mudah  atau internet banking  dan  saran lagi utk pemesanan obat nya mgkn bs dibantu utk lokasi nya bs dijangkau lebih luas lagi  terima kasih
Metode pembayarannya ini gimana yaa kak ? Kok skg menunya tinggal tarik dana saja.. atau sudah berpindah kolom ?,metode pembayarannya ini gimana yaa kak   kok skg menunya tinggal tarik dana saja   atau sudah berpindah kolom  
Pertama kali saya menggunakan halodoc review nya bagus dan pertama kali konsultasi gk mengecewakan apa yang kita keluhkan semua pertanyaan bagus,pertama kali saya menggunakan halodoc review nya bagus dan pertama kali konsultasi gk mengecewakan apa yang kita keluhkan semua pertanyaan bagus
Dapet tpln dari nomer ga dikenal katanya dapet asuransi perhari 1jt. Konsul gratis tanpa bayar. Tapi harus nunjukin nik ktp sama buku tabungan. Ada yang sama kah?,dapet tpln dari nomer ga dikenal katanya dapet asuransi perhari  jt  konsul gratis tanpa bayar  tapi harus nunjukin nik ktp sama buku tabungan  ada yang sama kah 
"Baru pertama kali pakai halodoc, konsul ke dokter spesialis anak, kebetulan dapet dokter yg sepertinya ingin cepat cepat diakhiri tanya jawabnya.. buru buru. Semoga dokter2 yg lain gak seperti itu yaa.. hem.",baru pertama kali pakai halodoc  konsul ke dokter spesialis anak  kebetulan dapet dokter yg sepertinya ingin cepat cepat diakhiri tanya jawabnya   buru buru  semoga dokter  yg lain gak seperti itu yaa   hem 
Baik tp kurang ok... Muhon segera peng aktif nya untuk jenis apotik antar nya untuk seluruh indonesia,baik tp kurang ok    muhon segera peng aktif nya untuk jenis apotik antar nya untuk seluruh indonesia
"sangat membantu namun dokternya lama dlm membalas keluhan kami,,,pdhl wkt yg diberikan tdk cukup bnyk,,,",sangat membantu namun dokternya lama dlm membalas keluhan kami   pdhl wkt yg diberikan tdk cukup bnyk   
Kenapa nyariin apoteknya yg jauh dr lokasi sih. Kasian abang2 ojol yg nganter kan lokasinya jauh banget. Harusnya customer juga bisa milih lokasi apoteknya kek gomart dong,kenapa nyariin apoteknya yg jauh dr lokasi sih  kasian abang  ojol yg nganter kan lokasinya jauh banget  harusnya customer juga bisa milih lokasi apoteknya kek gomart dong
Lumayan membantu kalo bisa harganya agak murah sedikit,lumayan membantu kalo bisa harganya agak murah sedikit
Aplikasiny sangat membantu ketika kita tidak punya waktu yg bnyak untuk k dokter. Dokternya ramah2,aplikasiny sangat membantu ketika kita tidak punya waktu yg bnyak untuk k dokter  dokternya ramah 
"Bagus sekali secara oprasional tetapi masih ada yg kurang dalam 1 hal. Mitra Dokter terutama, ketika sedang dalam konsultasi diharapkan kedepannya dokter"" yg menjadi pilihan yg di chat agar menghormati pasien, menghormati dalam hal tidak terlalu buru"" untuk menselesaikan chat. Taadi saya masih ada waktu 3 menit untuk konsul ke dokter spesialis tetapi dokter tersebut mengakhiri konsul tersebut padalah masih ada beberapa yang saya tanyakan. Jika pasien balasnya lama mohon tunggu jangan mengakhiri.",bagus sekali secara oprasional tetapi masih ada yg kurang dalam   hal  mitra dokter terutama  ketika sedang dalam konsultasi diharapkan kedepannya dokter  yg menjadi pilihan yg di chat agar menghormati pasien  menghormati dalam hal tidak terlalu buru  untuk menselesaikan chat  taadi saya masih ada waktu   menit untuk konsul ke dokter spesialis tetapi dokter tersebut mengakhiri konsul tersebut padalah masih ada beberapa yang saya tanyakan  jika pasien balasnya lama mohon tunggu jangan mengakhiri 
"untuk saat ini responnya baik,dokternya ramah.sangat membantu",untuk saat ini responnya baik dokternya ramah sangat membantu
Tiap ada perubahan haraga obat di apotik sama di apk telat up date alhasil ketika dokter mebuat resep dan kita klik pembelian obat transaski jadi tidak berhasil tapi saldo gopay kepotong seharga obat. Dan udh 3 hari saldo go pay saya belum di kembalikan.,tiap ada perubahan haraga obat di apotik sama di apk telat up date alhasil ketika dokter mebuat resep dan kita klik pembelian obat transaski jadi tidak berhasil tapi saldo gopay kepotong seharga obat  dan udh   hari saldo go pay saya belum di kembalikan 
"Baru install, langsung chat doc, 3x dokter sibuk semua dana belum direfund, bagaimana ya",baru install  langsung chat doc   x dokter sibuk semua dana belum direfund  bagaimana ya
"Bagus sih, tapi Dokter Spesialis kandungannya JUTEK. aku udah nungguin dia ONLINE, giliran aku udah nanya cuma di jawab brapa kali doank. Itu gee jutek bgt. Aku nungguin balesan tp dokternya malah OFFLINE nyampe waktu nya habis Huh",bagus sih  tapi dokter spesialis kandungannya jutek  aku udah nungguin dia online  giliran aku udah nanya cuma di jawab brapa kali doank  itu gee jutek bgt  aku nungguin balesan tp dokternya malah offline nyampe waktu nya habis huh
masih banyak yg mesti di develop tapi ok ide nya,masih banyak yg mesti di develop tapi ok ide nya
Sangat membantu utk mendapatkan informasi & pngetahuan yg dibutuhkan🙏,sangat membantu utk mendapatkan informasi   pngetahuan yg dibutuhkan🙏
Knapa beli obat tdk bisa dkirim lmgsung.. Knpa hrus nunggu 2 smpe 5 hari.. aneh bnget ni aplikasi..bukannya mmpermudah malah ribet..,knapa beli obat tdk bisa dkirim lmgsung   knpa hrus nunggu   smpe   hari   aneh bnget ni aplikasi  bukannya mmpermudah malah ribet  
saran saya untuk pembelian obat 2-5 hari mending bekerjasama sama pihak ekspedisi biar bisa di track obatnya udh sampe mana .. kalo kaya sekarang status pemesanannya bingung obat nyampenya kapan mana lg butuh .. status pemesanannya yg pake ekspedisi di rubah biar lebih rinci minimal ada no resilah ya..,saran saya untuk pembelian obat     hari mending bekerjasama sama pihak ekspedisi biar bisa di track obatnya udh sampe mana    kalo kaya sekarang status pemesanannya bingung obat nyampenya kapan mana lg butuh    status pemesanannya yg pake ekspedisi di rubah biar lebih rinci minimal ada no resilah ya  
Tadi malam saya daftar paket berlangganan #SehatDiRumah basic kenapa waktu mau di pake nggak bisa dan waktu mau konsul malah di suruh bayar lagi ? Cara menggunakan paket berlanggansn #SehatDi Rumah basic gimana Soalnya saya mau konsul malah di suruh bayar lagi,tadi malam saya daftar paket berlangganan  sehatdirumah basic kenapa waktu mau di pake nggak bisa dan waktu mau konsul malah di suruh bayar lagi   cara menggunakan paket berlanggansn  sehatdi rumah basic gimana soalnya saya mau konsul malah di suruh bayar lagi
"Sy sbnrnya senang bs lgsg chat dengan dokter, cm sy hrs buat janji lg dgn dok spesialis, sy lbh senang dikasih resep dan sy beli obat di apotik...lbh menghemat waktu dan biaya tentunya",sy sbnrnya senang bs lgsg chat dengan dokter  cm sy hrs buat janji lg dgn dok spesialis  sy lbh senang dikasih resep dan sy beli obat di apotik   lbh menghemat waktu dan biaya tentunya
"ribet, gak bisa bayar tunai lg sakit gak kebantu sama sekali jadinya",ribet  gak bisa bayar tunai lg sakit gak kebantu sama sekali jadinya
"Terpaksa uninstall,terlalu banyak notifikasi",terpaksa uninstall terlalu banyak notifikasi
Ka tolong dong segera perbaiki sistemnya..dr semalaman saya pencet pencet sistemnya bermasalah trs,ka tolong dong segera perbaiki sistemnya  dr semalaman saya pencet pencet sistemnya bermasalah trs
"Nambah 3 dulu, soalnya kalau mau bayar kenapa harus folat, kenapa sedot pulsa g bisa",nambah   dulu  soalnya kalau mau bayar kenapa harus folat  kenapa sedot pulsa g bisa
"Harusnya bisa lebih mudah, dibatalkan 2x resep nggak bisa di pakai lagi,",harusnya bisa lebih mudah  dibatalkan  x resep nggak bisa di pakai lagi 
"Kenapa saya tidak bisa melakukan pembayaran ya, lewat gopay atau debit!!! Tolong bantuannya",kenapa saya tidak bisa melakukan pembayaran ya  lewat gopay atau debit    tolong bantuannya
"Pelayanan ny sangat baik, tetapi masalah pengiriman obat sangat sulit di daerah saya. Mngkin saya bisa beli d apotik terdekat",pelayanan ny sangat baik  tetapi masalah pengiriman obat sangat sulit di daerah saya  mngkin saya bisa beli d apotik terdekat
Katanya gratis tapi kok bayar yaaa buat chat sama dokter nya kecewa🥰🥺,katanya gratis tapi kok bayar yaaa buat chat sama dokter nya kecewa🥰🥺
"bagus,sangat terbantu dengan penyakit yg dirasakan",bagus sangat terbantu dengan penyakit yg dirasakan
Kurang maksimal. Mau beli obat pakai resep tidak bisa di upload,kurang maksimal  mau beli obat pakai resep tidak bisa di upload
Awalnya sangat membantu saat anak sy sakit dan tidak bisa keluar rumah untuk membeli obat.tapi sekarang tidak bisa bayar cash jadi repot saat saldo tidak cukup.,awalnya sangat membantu saat anak sy sakit dan tidak bisa keluar rumah untuk membeli obat tapi sekarang tidak bisa bayar cash jadi repot saat saldo tidak cukup 
Mau konsultasi sama dokter spesialis paru tapi harusss bayar dulu sedangkan saya gak pake gopay dan kartu kredit gimanaa donkkk...???,mau konsultasi sama dokter spesialis paru tapi harusss bayar dulu sedangkan saya gak pake gopay dan kartu kredit gimanaa donkkk      
sedih halodoc tidak bisa digunakan di hongkong untuk konsultasi pun tidak bisa tolong dikembangkan lagi doc😢😢,sedih halodoc tidak bisa digunakan di hongkong untuk konsultasi pun tidak bisa tolong dikembangkan lagi doc😢😢
Sangat membantu.. karena saya tidak punya cukup waktu untuk mengantri.. obat nya,sangat membantu   karena saya tidak punya cukup waktu untuk mengantri   obat nya
"Maaf min, kasihnya bintang 3. Karena tidak ada jawaban yang berarti menurut saya 😓 hanya disuruh ke dokter, lalu sesi selesai.",maaf min  kasihnya bintang    karena tidak ada jawaban yang berarti menurut saya 😓 hanya disuruh ke dokter  lalu sesi selesai 
"Sekarang chat sm dokter udah gag gratis lg. Bayar 25rb utk 30 menit. Tp baru chat 15 menit, dokter udah mau mengakhiri sesi chat. Pdhl blm 30 menit sesuai keterangan yg tertulis di awal. Huft, gag memuaskan.",sekarang chat sm dokter udah gag gratis lg  bayar  rb utk   menit  tp baru chat   menit  dokter udah mau mengakhiri sesi chat  pdhl blm   menit sesuai keterangan yg tertulis di awal  huft  gag memuaskan 
pilihan metode pembayaran belum ada yang bayar tunai,pilihan metode pembayaran belum ada yang bayar tunai
"tolong lah adain fitur apotek mana yg ngirim, help center juga jgn bot doang dikira orang gapunya keluhan ama apknya apa? belum lagi buat gua yg bener bener butuh obat antidepressan, dtg telat dari jadwal, mau cek apotek yg ngirim juga gatau siapa yg ngirim, gajelas",tolong lah adain fitur apotek mana yg ngirim  help center juga jgn bot doang dikira orang gapunya keluhan ama apknya apa  belum lagi buat gua yg bener bener butuh obat antidepressan  dtg telat dari jadwal  mau cek apotek yg ngirim juga gatau siapa yg ngirim  gajelas
dokternya terlalu simple ngejelasinya tapi lumayan membantu juga,dokternya terlalu simple ngejelasinya tapi lumayan membantu juga
"Layanannya bagus, ramah sangat berterimakasih",layanannya bagus  ramah sangat berterimakasih
Sangat lama pengiriman kurir,sangat lama pengiriman kurir
"aplikasinya bagus, tapi sayangnya untuk anak kos-kosan ketika mesen obat malah gagal. apa karena alamat tempat tinggal sayanya ya? apa enggak ada di serang?",aplikasinya bagus  tapi sayangnya untuk anak kos kosan ketika mesen obat malah gagal  apa karena alamat tempat tinggal sayanya ya  apa enggak ada di serang 
Harga obat murah kenapa ongkir nya mahal bgt ya. Sayang bgt padahal pengen beli di sini ternyata ongkir nya mahal. Ketauan beli di apotek aja lah .,harga obat murah kenapa ongkir nya mahal bgt ya  sayang bgt padahal pengen beli di sini ternyata ongkir nya mahal  ketauan beli di apotek aja lah  
bagus aps nya bisa nanya langsung kedokter secara interaktif 👍👍,bagus aps nya bisa nanya langsung kedokter secara interaktif 👍👍
"Waktu yg tersedia utk chat sma dokter 30 menit tpi cman smpe 20 mnit doang saya di layani,10 menit nya lagi udah ga. Mohon di perhatikan lagi utk msalah waktunya.",waktu yg tersedia utk chat sma dokter   menit tpi cman smpe   mnit doang saya di layani   menit nya lagi udah ga  mohon di perhatikan lagi utk msalah waktunya 
Saya mau menghentikan member saya apk ini tidak pernah saya gunakan namun saya kena potongan setiap bulannya,saya mau menghentikan member saya apk ini tidak pernah saya gunakan namun saya kena potongan setiap bulannya
